Area Code,Area,Item Code,Item,Months Code,Months,Unit,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","52.405887","F","base year is 2015","51.570550","F","base year is 2015","53.704794","F","base year is 2015","54.778960","F","base year is 2015","57.245406","F","base year is 2015","58.374206","X","base year is 2015","57.553738","X","base year is 2015","59.673280","X","base year is 2015","64.680240","X","base year is 2015","69.503120","X","base year is 2015","74.862460","X","base year is 2015","77.039856","X","base year is 2015","83.782421","X","base year is 2015","92.555119","X","base year is 2015","93.848935","X","base year is 2015","99.139902","X","base year is 2015","101.112182","X","base year is 2015","108.044086","X","base year is 2015","110.005846","X","base year is 2015","111.489000","X","base year is 2015","110.168888","X","base year is 2015","114.518421","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","52.312964","F","base year is 2015","51.757371","F","base year is 2015","53.784004","F","base year is 2015","54.981818","F","base year is 2015","57.480413","F","base year is 2015","58.095457","X","base year is 2015","57.111947","X","base year is 2015","60.172924","X","base year is 2015","65.753160","X","base year is 2015","71.328136","X","base year is 2015","75.435736","X","base year is 2015","77.492166","X","base year is 2015","86.648801","X","base year is 2015","91.813543","X","base year is 2015","92.444672","X","base year is 2015","99.376576","X","base year is 2015","99.192497","X","base year is 2015","106.382112","X","base year is 2015","107.896822","X","base year is 2015","110.021624","X","base year is 2015","108.438542","X","base year is 2015","115.254739","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","52.220040","F","base year is 2015","51.944192","F","base year is 2015","53.863214","F","base year is 2015","55.184676","F","base year is 2015","57.715419","F","base year is 2015","58.700289","X","base year is 2015","58.495172","X","base year is 2015","61.182731","X","base year is 2015","67.856924","X","base year is 2015","72.958553","X","base year is 2015","76.266723","X","base year is 2015","77.776174","X","base year is 2015","88.852494","X","base year is 2015","92.923278","X","base year is 2015","93.470257","X","base year is 2015","100.249638","X","base year is 2015","101.154257","X","base year is 2015","108.328094","X","base year is 2015","109.416792","X","base year is 2015","112.004422","X","base year is 2015","111.126101","X","base year is 2015","119.451749","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","52.127117","F","base year is 2015","52.131014","F","base year is 2015","53.942423","F","base year is 2015","55.387534","F","base year is 2015","57.950426","F","base year is 2015","59.142080","X","base year is 2015","59.988845","X","base year is 2015","60.583158","X","base year is 2015","67.867443","X","base year is 2015","73.295155","X","base year is 2015","74.620527","X","base year is 2015","77.844546","X","base year is 2015","90.198903","X","base year is 2015","92.023919","X","base year is 2015","92.150145","X","base year is 2015","98.940045","X","base year is 2015","102.863566","X","base year is 2015","108.832997","X","base year is 2015","110.652754","X","base year is 2015","111.809824","X","base year is 2015","111.709895","X","base year is 2015","122.591617","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","52.034193","F","base year is 2015","52.317835","F","base year is 2015","54.021633","F","base year is 2015","55.590393","F","base year is 2015","58.185433","F","base year is 2015","57.311805","X","base year is 2015","59.683799","X","base year is 2015","59.941510","X","base year is 2015","67.499284","X","base year is 2015","69.550455","X","base year is 2015","76.287760","X","base year is 2015","78.870131","X","base year is 2015","87.774315","X","base year is 2015","90.582840","X","base year is 2015","92.455191","X","base year is 2015","99.350279","X","base year is 2015","103.226465","X","base year is 2015","107.612814","X","base year is 2015","114.776132","X","base year is 2015","113.051045","X","base year is 2015","114.008258","X","base year is 2015","121.776408","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","51.941270","F","base year is 2015","52.504656","F","base year is 2015","54.100843","F","base year is 2015","55.793251","F","base year is 2015","58.420439","F","base year is 2015","56.549190","X","base year is 2015","59.005335","X","base year is 2015","62.092609","X","base year is 2015","66.110800","X","base year is 2015","69.750312","X","base year is 2015","76.492877","X","base year is 2015","78.344190","X","base year is 2015","86.775027","X","base year is 2015","91.871396","X","base year is 2015","95.805436","X","base year is 2015","100.028743","X","base year is 2015","105.919284","X","base year is 2015","107.875785","X","base year is 2015","117.079754","X","base year is 2015","111.909753","X","base year is 2015","113.824179","X","base year is 2015","120.156510","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","51.848346","F","base year is 2015","52.691477","F","base year is 2015","54.180053","F","base year is 2015","55.996109","F","base year is 2015","58.655446","F","base year is 2015","55.066036","X","base year is 2015","57.658926","X","base year is 2015","63.044563","X","base year is 2015","65.011583","X","base year is 2015","71.638441","X","base year is 2015","74.283925","X","base year is 2015","79.369775","X","base year is 2015","87.847946","X","base year is 2015","91.519015","X","base year is 2015","95.090156","X","base year is 2015","97.509485","X","base year is 2015","104.462427","X","base year is 2015","104.341460","X","base year is 2015","111.820343","X","base year is 2015","109.174859","X","base year is 2015","109.863842","X","base year is 2015","121.402990","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","51.755423","F","base year is 2015","52.878299","F","base year is 2015","54.259263","F","base year is 2015","56.198967","F","base year is 2015","58.890453","F","base year is 2015","54.908254","X","base year is 2015","58.531988","X","base year is 2015","63.649395","X","base year is 2015","67.178460","X","base year is 2015","74.126142","X","base year is 2015","76.876815","X","base year is 2015","82.357121","X","base year is 2015","89.904376","X","base year is 2015","93.028467","X","base year is 2015","95.537206","X","base year is 2015","99.050492","X","base year is 2015","104.483464","X","base year is 2015","108.133496","X","base year is 2015","112.504066","X","base year is 2015","111.304921","X","base year is 2015","109.216934","X","base year is 2015","124.427152","X","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","51.662499","F","base year is 2015","53.065120","F","base year is 2015","54.338473","F","base year is 2015","56.401825","F","base year is 2015","59.125459","F","base year is 2015","54.671580","X","base year is 2015","59.557573","X","base year is 2015","65.842570","X","base year is 2015","69.450526","X","base year is 2015","75.993233","X","base year is 2015","76.287760","X","base year is 2015","80.642553","X","base year is 2015","90.751141","X","base year is 2015","91.824061","X","base year is 2015","96.715314","X","base year is 2015","103.431582","X","base year is 2015","104.788510","X","base year is 2015","110.295114","X","base year is 2015","112.751259","X","base year is 2015","113.855735","X","base year is 2015","111.594188","X","base year is 2015","124.768956","F","base year is 2015"
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","51.569575","F","base year is 2015","53.251941","F","base year is 2015","54.417682","F","base year is 2015","56.604683","F","base year is 2015","59.360466","F","base year is 2015","55.313228","X","base year is 2015","60.793535","X","base year is 2015","66.463180","X","base year is 2015","69.445266","X","base year is 2015","76.293020","X","base year is 2015","77.139785","X","base year is 2015","81.883774","X","base year is 2015","94.390654","X","base year is 2015","91.534794","X","base year is 2015","100.680910","X","base year is 2015","102.074654","X","base year is 2015","102.900381","X","base year is 2015","111.441665","X","base year is 2015","115.433559","X","base year is 2015","113.335053","X","base year is 2015","115.423040","X","base year is 2015",,,
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","51.476652","F","base year is 2015","53.438763","F","base year is 2015","54.496892","F","base year is 2015","56.807541","F","base year is 2015","59.595473","F","base year is 2015","55.539383","X","base year is 2015","59.810025","X","base year is 2015","65.211440","X","base year is 2015","69.624086","X","base year is 2015","76.361392","X","base year is 2015","78.386266","X","base year is 2015","81.094862","X","base year is 2015","90.819514","X","base year is 2015","90.929961","X","base year is 2015","99.287166","X","base year is 2015","99.897258","X","base year is 2015","105.293414","X","base year is 2015","110.731645","X","base year is 2015","113.834697","X","base year is 2015","110.963059","X","base year is 2015","113.571727","X","base year is 2015",,,
"4","Algeria","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","51.383728","X","base year is 2015","53.625584","X","base year is 2015","54.576102","X","base year is 2015","57.010399","X","base year is 2015","59.830479","X","base year is 2015","56.370370","X","base year is 2015","60.520045","X","base year is 2015","65.910942","X","base year is 2015","69.860760","X","base year is 2015","76.224648","X","base year is 2015","77.239714","X","base year is 2015","80.053499","X","base year is 2015","91.471681","X","base year is 2015","92.597195","X","base year is 2015","98.724409","X","base year is 2015","101.085885","X","base year is 2015","105.435418","X","base year is 2015","111.015653","X","base year is 2015","110.868390","X","base year is 2015","110.615938","X","base year is 2015","113.340313","X","base year is 2015",,,
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","57.633247","X","base year is 2015","56.980561","X","base year is 2015","60.523716","X","base year is 2015","59.228703","X","base year is 2015","62.906539","X","base year is 2015","64.760998","X","base year is 2015","65.166478","X","base year is 2015","66.713096","X","base year is 2015","69.736820","X","base year is 2015","73.554128","X","base year is 2015","77.342472","X","base year is 2015","80.105531","X","base year is 2015","86.141395","X","base year is 2015","92.872368","X","base year is 2015","93.492174","X","base year is 2015","97.842398","X","base year is 2015","102.771880","X","base year is 2015","111.066849","X","base year is 2015","115.034763","X","base year is 2015","118.017940","X","base year is 2015","120.288629","X","base year is 2015","125.380303","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","56.410755","X","base year is 2015","56.276074","X","base year is 2015","59.819229","X","base year is 2015","59.353024","X","base year is 2015","61.820801","X","base year is 2015","65.120137","X","base year is 2015","64.963738","X","base year is 2015","67.112783","X","base year is 2015","70.333455","X","base year is 2015","74.672095","X","base year is 2015","77.771123","X","base year is 2015","80.476256","X","base year is 2015","87.995019","X","base year is 2015","92.733346","X","base year is 2015","93.254678","X","base year is 2015","98.473789","X","base year is 2015","102.563347","X","base year is 2015","110.423873","X","base year is 2015","114.368617","X","base year is 2015","117.444475","X","base year is 2015","119.587728","X","base year is 2015","125.907428","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","56.441836","X","base year is 2015","56.908040","X","base year is 2015","59.425545","X","base year is 2015","58.803939","X","base year is 2015","62.584340","X","base year is 2015","65.421351","X","base year is 2015","65.606714","X","base year is 2015","67.616737","X","base year is 2015","71.584652","X","base year is 2015","75.593114","X","base year is 2015","78.367758","X","base year is 2015","81.061306","X","base year is 2015","89.269386","X","base year is 2015","93.208337","X","base year is 2015","94.013505","X","base year is 2015","99.174690","X","base year is 2015","104.474897","X","base year is 2015","111.704032","X","base year is 2015","115.225918","X","base year is 2015","118.545064","X","base year is 2015","121.070627","X","base year is 2015","128.178118","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","55.426546","X","base year is 2015","56.669758","X","base year is 2015","58.430975","X","base year is 2015","58.959340","X","base year is 2015","62.191692","X","base year is 2015","65.635677","X","base year is 2015","66.272860","X","base year is 2015","67.332901","X","base year is 2015","71.602030","X","base year is 2015","75.772684","X","base year is 2015","77.637894","X","base year is 2015","81.159780","X","base year is 2015","90.068761","X","base year is 2015","92.826027","X","base year is 2015","93.457418","X","base year is 2015","98.844514","X","base year is 2015","105.465428","X","base year is 2015","112.109512","X","base year is 2015","115.892064","X","base year is 2015","118.562442","X","base year is 2015","121.412389","X","base year is 2015","130.124423","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","55.177903","X","base year is 2015","58.078732","X","base year is 2015","58.317014","X","base year is 2015","60.119672","X","base year is 2015","62.393714","X","base year is 2015","64.743620","X","base year is 2015","66.145423","X","base year is 2015","67.025895","X","base year is 2015","71.491971","X","base year is 2015","74.052289","X","base year is 2015","78.697935","X","base year is 2015","81.750622","X","base year is 2015","89.089816","X","base year is 2015","92.165674","X","base year is 2015","93.741254","X","base year is 2015","99.261579","X","base year is 2015","106.183707","X","base year is 2015","111.692447","X","base year is 2015","118.000562","X","base year is 2015","119.732542","X","base year is 2015","122.588282","X","base year is 2015","129.979609","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","54.442336","X","base year is 2015","58.006211","X","base year is 2015","57.488206","X","base year is 2015","60.212913","X","base year is 2015","61.515178","X","base year is 2015","64.540880","X","base year is 2015","65.878965","X","base year is 2015","68.039595","X","base year is 2015","70.837410","X","base year is 2015","74.289785","X","base year is 2015","78.825372","X","base year is 2015","81.733245","X","base year is 2015","88.823357","X","base year is 2015","92.808650","X","base year is 2015","95.403724","X","base year is 2015","99.713400","X","base year is 2015","107.620266","X","base year is 2015","112.011038","X","base year is 2015","119.280721","X","base year is 2015","119.396573","X","base year is 2015","122.785229","X","base year is 2015","129.377181","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","53.686049","X","base year is 2015","57.073802","X","base year is 2015","57.156683","X","base year is 2015","58.845379","X","base year is 2015","60.587948","X","base year is 2015","64.106436","X","base year is 2015","65.392388","X","base year is 2015","68.531964","X","base year is 2015","70.316078","X","base year is 2015","75.442507","X","base year is 2015","78.431476","X","base year is 2015","82.526828","X","base year is 2015","89.298349","X","base year is 2015","92.437925","X","base year is 2015","95.507990","X","base year is 2015","99.041461","X","base year is 2015","107.104727","X","base year is 2015","110.418080","X","base year is 2015","116.992654","X","base year is 2015","118.562442","X","base year is 2015","121.441352","X","base year is 2015","130.298200","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","54.452696","X","base year is 2015","57.363885","X","base year is 2015","57.405325","X","base year is 2015","59.736348","X","base year is 2015","60.723666","X","base year is 2015","63.886319","X","base year is 2015","65.977438","X","base year is 2015","68.862141","X","base year is 2015","72.013302","X","base year is 2015","76.693704","X","base year is 2015","79.729013","X","base year is 2015","84.287771","X","base year is 2015","90.346805","X","base year is 2015","93.306811","X","base year is 2015","95.849752","X","base year is 2015","100.124673","X","base year is 2015","107.550755","X","base year is 2015","112.393348","X","base year is 2015","117.525571","X","base year is 2015","119.807845","X","base year is 2015","121.580374","X","base year is 2015","132.151825","X","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","54.825660","X","base year is 2015","57.716128","X","base year is 2015","57.892250","X","base year is 2015","60.720558","X","base year is 2015","62.811226","X","base year is 2015","63.828393","X","base year is 2015","66.469807","X","base year is 2015","70.061204","X","base year is 2015","73.334010","X","base year is 2015","77.597346","X","base year is 2015","79.520481","X","base year is 2015","83.598454","X","base year is 2015","90.885514","X","base year is 2015","92.860783","X","base year is 2015","96.521691","X","base year is 2015","102.412740","X","base year is 2015","107.956235","X","base year is 2015","113.615582","X","base year is 2015","117.902088","X","base year is 2015","121.273367","X","base year is 2015","122.959007","X","base year is 2015","132.290741","F","base year is 2015"
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","54.773859","X","base year is 2015","58.016571","X","base year is 2015","57.788649","X","base year is 2015","60.958840","X","base year is 2015","62.849559","X","base year is 2015","64.135399","X","base year is 2015","67.112783","X","base year is 2015","70.420344","X","base year is 2015","73.339802","X","base year is 2015","77.753745","X","base year is 2015","79.943339","X","base year is 2015","84.310941","X","base year is 2015","92.652250","X","base year is 2015","92.768102","X","base year is 2015","98.450618","X","base year is 2015","101.989882","X","base year is 2015","107.243749","X","base year is 2015","114.218010","X","base year is 2015","119.309684","X","base year is 2015","121.145930","X","base year is 2015","125.021164","X","base year is 2015",,,
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","55.540507","X","base year is 2015","59.580947","X","base year is 2015","59.187263","X","base year is 2015","62.284933","X","base year is 2015","63.324051","X","base year is 2015","64.089059","X","base year is 2015","66.713096","X","base year is 2015","69.927975","X","base year is 2015","73.571505","X","base year is 2015","77.944900","X","base year is 2015","80.615278","X","base year is 2015","84.583192","X","base year is 2015","91.424224","X","base year is 2015","92.026652","X","base year is 2015","97.906116","X","base year is 2015","101.254225","X","base year is 2015","108.883047","X","base year is 2015","114.177462","X","base year is 2015","118.776767","X","base year is 2015","120.398688","X","base year is 2015","124.534587","X","base year is 2015",,,
"4","Algeria","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","56.286434","X","base year is 2015","60.534076","X","base year is 2015","59.601667","X","base year is 2015","61.953410","X","base year is 2015","63.184190","X","base year is 2015","64.581428","X","base year is 2015","67.060650","X","base year is 2015","70.281322","X","base year is 2015","73.698942","X","base year is 2015","77.939108","X","base year is 2015","80.064983","X","base year is 2015","84.195089","X","base year is 2015","91.800741","X","base year is 2015","92.854990","X","base year is 2015","97.732339","X","base year is 2015","101.995675","X","base year is 2015","109.091580","X","base year is 2015","114.472883","X","base year is 2015","117.566119","X","base year is 2015","120.427651","X","base year is 2015","124.662024","X","base year is 2015",,,
"4","Algeria","23014","Food price inflation","7001","January","%",,,,"-1.593977","Fc",,"4.138494","Fc",,"2.000131","Fc",,"4.502542","Fc",,"1.971861","Fc",,"-1.405532","Fc",,"3.682720","Fc",,"8.390622","Fc",,"7.456497","Fc",,"7.710935","Fc",,"2.908529","Fc",,"8.752048","Fc",,"10.470810","Fc",,"1.397886","Fc",,"5.637749","Fc",,"1.989390","Fc",,"6.855657","Fc",,"1.815704","Fc",,"1.348250","Fc",,"-1.184074","Fc",,"3.948059","Fc",
"4","Algeria","23014","Food price inflation","7002","February","%",,,,"-1.062056","Fc",,"3.915641","Fc",,"2.227083","Fc",,"4.544401","Fc",,"1.070006","Fc",,"-1.692921","Fc",,"5.359610","Fc",,"9.273665","Fc",,"8.478643","Fc",,"5.758738","Fc",,"2.726068","Fc",,"11.816207","Fc",,"5.960546","Fc",,"0.687403","Fc",,"7.498435","Fc",,"-0.185234","Fc",,"7.248144","Fc",,"1.423839","Fc",,"1.969291","Fc",,"-1.438883","Fc",,"6.285770","Fc",
"4","Algeria","23014","Food price inflation","7003","March","%",,,,"-0.528242","Fc",,"3.694390","Fc",,"2.453368","Fc",,"4.585952","Fc",,"1.706424","Fc",,"-0.349431","Fc",,"4.594497","Fc",,"10.908622","Fc",,"7.518214","Fc",,"4.534314","Fc",,"1.979174","Fc",,"14.241277","Fc",,"4.581508","Fc",,"0.588635","Fc",,"7.252982","Fc",,"0.902366","Fc",,"7.091977","Fc",,"1.005001","Fc",,"2.364930","Fc",,"-0.784185","Fc",,"7.492073","Fc",
"4","Algeria","23014","Food price inflation","7004","April","%",,,,"0.007476","Fc",,"3.474726","Fc",,"2.678988","Fc",,"4.627199","Fc",,"2.056333","Fc",,"1.431747","Fc",,"0.990707","Fc",,"12.023613","Fc",,"7.997520","Fc",,"1.808266","Fc",,"4.320553","Fc",,"15.870549","Fc",,"2.023324","Fc",,"0.137166","Fc",,"7.368301","Fc",,"3.965554","Fc",,"5.803252","Fc",,"1.672063","Fc",,"1.045677","Fc",,"-0.089374","Fc",,"9.741055","Fc",
"4","Algeria","23014","Food price inflation","7005","May","%",,,,"0.545106","Fc",,"3.256630","Fc",,"2.903947","Fc",,"4.668145","Fc",,"-1.501455","Fc",,"4.138754","Fc",,"0.431794","Fc",,"12.608581","Fc",,"3.038803","Fc",,"9.686933","Fc",,"3.385040","Fc",,"11.289677","Fc",,"3.199712","Fc",,"2.067003","Fc",,"7.457762","Fc",,"3.901535","Fc",,"4.249248","Fc",,"6.656566","Fc",,"-1.503001","Fc",,"0.846709","Fc",,"6.813673","Fc",
"4","Algeria","23014","Food price inflation","7006","June","%",,,,"1.084661","Fc",,"3.040086","Fc",,"3.128246","Fc",,"4.708793","Fc",,"-3.203073","Fc",,"4.343378","Fc",,"5.232195","Fc",,"6.471286","Fc",,"5.505171","Fc",,"9.666717","Fc",,"2.420242","Fc",,"10.761278","Fc",,"5.873083","Fc",,"4.282116","Fc",,"4.408213","Fc",,"5.888848","Fc",,"1.847162","Fc",,"8.532007","Fc",,"-4.415794","Fc",,"1.710687","Fc",,"5.563257","Fc",
"4","Algeria","23014","Food price inflation","7007","July","%",,,,"1.626149","Fc",,"2.825078","Fc",,"3.351890","Fc",,"4.749147","Fc",,"-6.119483","Fc",,"4.708691","Fc",,"9.340509","Fc",,"3.120047","Fc",,"10.193350","Fc",,"3.692827","Fc",,"6.846502","Fc",,"10.681863","Fc",,"4.178890","Fc",,"3.902075","Fc",,"2.544248","Fc",,"7.130529","Fc",,"-0.115799","Fc",,"7.167700","Fc",,"-2.365834","Fc",,"0.631082","Fc",,"10.503136","Fc",
"4","Algeria","23014","Food price inflation","7008","August","%",,,,"2.169582","Fc",,"2.611589","Fc",,"3.574881","Fc",,"4.789209","Fc",,"-6.762045","Fc",,"6.599617","Fc",,"8.742924","Fc",,"5.544538","Fc",,"10.342128","Fc",,"3.710799","Fc",,"7.128686","Fc",,"9.164059","Fc",,"3.474903","Fc",,"2.696744","Fc",,"3.677402","Fc",,"5.485053","Fc",,"3.493406","Fc",,"4.041829","Fc",,"-1.065869","Fc",,"-1.875916","Fc",,"13.926611","Fc",
"4","Algeria","23014","Food price inflation","7009","September","%",,,,"2.714970","Fc",,"2.399603","Fc",,"3.797222","Fc",,"4.828983","Fc",,"-7.532930","Fc",,"8.936989","Fc",,"10.552808","Fc",,"5.479671","Fc",,"9.420674","Fc",,"0.387570","Fc",,"5.708376","Fc",,"12.535055","Fc",,"1.182266","Fc",,"5.326766","Fc",,"6.944369","Fc",,"1.311909","Fc",,"5.254969","Fc",,"2.226885","Fc",,"0.979569","Fc",,"-1.986327","Fc",,"11.805962","Fc",
"4","Algeria","23014","Food price inflation","7010","October","%",,,,"3.262323","Fc",,"2.189105","Fc",,"4.018916","Fc",,"4.868472","Fc",,"-6.818069","Fc",,"9.907768","Fc",,"9.326066","Fc",,"4.486824","Fc",,"9.860648","Fc",,"1.109886","Fc",,"6.149860","Fc",,"15.273942","Fc",,"-3.025575","Fc",,"9.991956","Fc",,"1.384318","Fc",,"0.808945","Fc",,"8.300537","Fc",,"3.582047","Fc",,"-1.817933","Fc",,"1.842313","Fc",,,,
"4","Algeria","23014","Food price inflation","7011","November","%",,,,"3.811652","Fc",,"1.980079","Fc",,"4.239965","Fc",,"4.907678","Fc",,"-6.806037","Fc",,"7.689394","Fc",,"9.030953","Fc",,"6.766675","Fc",,"9.676688","Fc",,"2.651698","Fc",,"3.455448","Fc",,"11.991699","Fc",,"0.121612","Fc",,"9.190815","Fc",,"0.614472","Fc",,"5.401706","Fc",,"5.164835","Fc",,"2.802318","Fc",,"-2.522639","Fc",,"2.350934","Fc",,,,
"4","Algeria","23014","Food price inflation","7012","December","%",,,,"4.362968","Fc",,"1.772509","Fc",,"4.460372","Fc",,"4.946606","Fc",,"-5.783189","Fc",,"7.361448","Fc",,"8.907621","Fc",,"5.992659","Fc",,"9.109388","Fc",,"1.331677","Fc",,"3.642925","Fc",,"14.263189","Fc",,"1.230451","Fc",,"6.617062","Fc",,"2.391988","Fc",,"4.302810","Fc",,"5.292562","Fc",,"-0.132651","Fc",,"-0.227704","Fc",,"2.462914","Fc",,,,
"7","Angola","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","0.595515","F","base year is 2015","2.101883","F","base year is 2015","4.923346","X","base year is 2015","10.795028","X","base year is 2015","19.234188","X","base year is 2015","24.776786","X","base year is 2015","30.269043","X","base year is 2015","34.679749","X","base year is 2015","39.970305","X","base year is 2015","47.897165","X","base year is 2015","56.177345","X","base year is 2015","65.265089","X","base year is 2015","74.522235","X","base year is 2015","82.427529","X","base year is 2015","89.663560","X","base year is 2015","94.870572","X","base year is 2015","108.488204","X","base year is 2015","157.266651","X","base year is 2015","185.737481","X","base year is 2015","214.539828","X","base year is 2015","257.200001","X","base year is 2015","335.328437","","base year is 2015"
"7","Angola","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","0.711083","F","base year is 2015","2.337005","F","base year is 2015","5.210733","X","base year is 2015","11.696689","X","base year is 2015","20.044136","X","base year is 2015","25.125890","X","base year is 2015","30.481899","X","base year is 2015","35.043708","X","base year is 2015","40.702676","X","base year is 2015","48.378140","X","base year is 2015","56.905035","X","base year is 2015","65.924790","X","base year is 2015","75.043475","X","base year is 2015","83.298338","X","base year is 2015","90.098402","X","base year is 2015","95.674161","X","base year is 2015","113.004288","X","base year is 2015","159.513911","X","base year is 2015","187.236631","X","base year is 2015","216.893259","X","base year is 2015","262.614504","X","base year is 2015","343.678116","","base year is 2015"
"7","Angola","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","0.826650","F","base year is 2015","2.572127","F","base year is 2015","5.394613","X","base year is 2015","12.490793","X","base year is 2015","20.631918","X","base year is 2015","25.677127","X","base year is 2015","30.806782","X","base year is 2015","35.223116","X","base year is 2015","41.147850","X","base year is 2015","48.815730","X","base year is 2015","57.496667","X","base year is 2015","66.431930","X","base year is 2015","75.594978","X","base year is 2015","83.997112","X","base year is 2015","90.491776","X","base year is 2015","96.290567","X","base year is 2015","117.241254","X","base year is 2015","162.255519","X","base year is 2015","189.601497","X","base year is 2015","219.697893","X","base year is 2015","269.074864","X","base year is 2015","351.445241","","base year is 2015"
"7","Angola","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","0.942218","F","base year is 2015","2.807249","F","base year is 2015","5.750597","X","base year is 2015","13.414403","X","base year is 2015","21.107969","X","base year is 2015","26.228790","X","base year is 2015","31.042692","X","base year is 2015","35.244799","X","base year is 2015","41.630238","X","base year is 2015","49.323871","X","base year is 2015","58.364989","X","base year is 2015","67.367796","X","base year is 2015","76.241854","X","base year is 2015","84.586605","X","base year is 2015","90.913103","X","base year is 2015","96.994200","X","base year is 2015","121.094677","X","base year is 2015","164.766622","X","base year is 2015","191.789180","X","base year is 2015","222.198167","X","base year is 2015","277.557354","X","base year is 2015","360.512528","","base year is 2015"
"7","Angola","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","1.057786","F","base year is 2015","3.042371","F","base year is 2015","6.187994","X","base year is 2015","13.984722","X","base year is 2015","21.706273","X","base year is 2015","26.796592","X","base year is 2015","31.368398","X","base year is 2015","35.697546","X","base year is 2015","42.343574","X","base year is 2015","49.806996","X","base year is 2015","58.906807","X","base year is 2015","68.289403","X","base year is 2015","76.926099","X","base year is 2015","85.376758","X","base year is 2015","91.391033","X","base year is 2015","97.868091","X","base year is 2015","126.333590","X","base year is 2015","167.125913","X","base year is 2015","194.142876","X","base year is 2015","224.871773","X","base year is 2015","284.747133","X","base year is 2015","369.381136","","base year is 2015"
"7","Angola","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","1.173354","F","base year is 2015","3.277492","F","base year is 2015","6.525758","X","base year is 2015","14.813350","X","base year is 2015","22.229224","X","base year is 2015","27.144426","X","base year is 2015","31.749150","X","base year is 2015","36.016422","X","base year is 2015","42.867099","X","base year is 2015","50.635679","X","base year is 2015","59.478216","X","base year is 2015","68.820459","X","base year is 2015","77.605209","X","base year is 2015","86.047103","X","base year is 2015","91.759173","X","base year is 2015","98.951496","X","base year is 2015","130.575065","X","base year is 2015","169.143161","X","base year is 2015","196.441699","X","base year is 2015","227.453101","X","base year is 2015","291.249865","X","base year is 2015","378.874232","","base year is 2015"
