"","V1"
"771",674.039095352436
"772",66.293608105701
"773",133.623957468116
"774",114.634574209849
"775",2.53806883527173
"776",33.6824884870739
"777",61.8984419210391
"778",140.606559980206
"779",4.05958041802412
"780",14.3696805363031
"781",69.8224669872825
"782",34.3264386253001
"783",32.2712124096075
"784",76.0282620995544
"785",30.9883646714937
"786",98.2190363365307
"787",372.242616210665
"788",172.840312127714
"789",85.6905697963455
"790",28.9524573459707
"791",27.8373350634842
"792",155.047141418457
"793",261.160608079698
"794",215.781618118286
"795",65.150592031933
"796",237.919761657715
"797",283.759838451039
"798",120.728754591942
"799",73.8531802526476
"800",400.048755645752
"801",322.265613010951
"802",355.054107666016
"803",283.020233154297
"804",5400.81594848633
"805",245.707158406576
"806",68.7141289307099
"807",57.7932680897415
"808",33.2016021561623
"809",46.0090497334798
"810",133.306608772278
"811",93.8751351761096
"812",80.3695372144381
"813",136.600132590846
"814",191.476505703396
"815",336.315083503723
"816",55.4015643596649
"817",129.952407598495
"818",217.059676117367
"819",300.882623227437
"820",253.266465686616
"821",28.6071389206501
"822",143.34255054262
"823",197.798932711283
"824",355.574137369792
"825",424.202459716797
"826",345.924376747825
"827",290.356673240662
"828",499.554040789604
"829",259.097595214844
"830",17.0603503621412
"831",828.260384695871
"832",474.5181640625
"833",305.874194675022
"834",336.512466430664
"835",36.1003070457562
"836",219.782653661875
"837",242.442670186361
"838",183.016302585602
"839",317.970363616943
"840",687.631437405673
"841",371.793495282735
"842",971.391322408404
"843",186.368064872255
"844",103.881444976754
"845",127.365418663025
"846",77.9392186140085
"847",145.384061451311
"848",464.505177077427
"849",126.565619852416
"850",442.49657884792
"851",814.152126433357
"852",29.2155990254962
"853",33.008207992486
"854",24.8195905943104
"855",185.199244358113
"856",77.7608798257236
"857",73.2270200547072
"858",99.500730054203
"859",17.1002607063062
"860",468.335040123232
"861",149.513692967187
"862",511.048512328215
"863",191.539599331942
"864",8.62788470880709
"865",19.2726704013753
"866",4.7967537659624
"867",1.01301325276657
"868",247.528857760959
"869",2.87462751710143
"870",0.367893108459246
"871",6.65076737945257
"872",1.78920554392695
"873",399.902285984584
"874",6166.36454264323
"875",610.93074798584
"876",470.711527948794
"877",536.840454101562
"878",409.205455780029
"879",350.408939137178
"880",49.9009329222016
"881",60.9456873893738
"882",43.1512402413597
"883",40.76315771906
"884",46.0535718341206
"885",129.980469212388
"886",81.1202418253972
"887",70.3657038325355
"888",33.9006703058879
"889",123.196950696549
"890",694.672254450181
"891",83.4798155088682
"892",27.9457500931016
"893",48.5325925917852
"894",66.1448938449224
"895",92.9686487197876
"896",47.1111277646797
"897",88.3348627090454
"898",89.9017131111839
"899",56.0656266784668
"900",67.4785871421341
"901",72.1613430023193
"902",1426.76529312134
"903",2115.84401273727
"904",5857.98083496094
"905",318.032562255859
"906",132.687005996704
"907",334.313362121582
"908",666.02587890625
"909",1990.94763183594
"910",1202.28295898438
"911",1291.73889160156
"912",1035.74626159668
"913",779.753631591797
"914",474.58984375
"915",402.704437255859
"916",330.819030761719
"917",1535.70791625977
"918",529.208374023438
"919",84.9474794864655
"920",185.778386433919
"921",23.692834854126
"922",10.6977864542315
"923",47.8605048138551
"924",95.4028206331184
